vehicle_number,total_violations,unique_hotspots,unique_junctions,first_seen,last_seen,vehicle_type_mode,approved_violations,active_days,repeat_violation_flag,chronic_offender_flag,approval_rate
FKN00GL72654,6,1,1,2023-11-14 00:12:46+00:00,2024-03-19 06:43:46+00:00,MAXI-CAB,3,6,1,1,0.49999999991666666
FKN00GL76835,6,1,1,2023-11-16 01:56:46+00:00,2024-03-25 23:30:46+00:00,MOPED,3,6,1,1,0.49999999991666666
FKN00GL7686,6,1,1,2023-11-29 04:31:46+00:00,2024-02-17 08:55:46+00:00,SCOOTER,3,6,1,1,0.49999999991666666
FKN00GL80760,6,1,1,2023-11-17 05:04:46+00:00,2024-03-12 22:55:46+00:00,SCOOTER,3,5,1,1,0.49999999991666666
FKN00GL82132,6,1,1,2023-11-23 03:23:46+00:00,2024-03-21 00:14:46+00:00,CAR,3,6,1,1,0.49999999991666666
FKN00GL83928,6,1,1,2023-11-12 04:31:46+00:00,2024-04-08 02:16:46+00:00,SCOOTER,3,5,1,1,0.49999999991666666
FKN00GL90281,6,1,1,2023-11-15 23:51:46+00:00,2024-03-14 23:55:46+00:00,SCOOTER,3,6,1,1,0.49999999991666666
FKN00GL9231,6,1,1,2023-11-19 04:36:46+00:00,2024-02-04 06:16:46+00:00,PASSENGER AUTO,3,5,1,1,0.49999999991666666
FKN00GL9988,6,1,1,2023-11-17 04:29:46+00:00,2024-02-23 22:54:46+00:00,MOTOR CYCLE,3,4,1,1,0.49999999991666666
FKN00GL40924,6,5,3,2024-01-10 21:16:46+00:00,2024-03-09 06:54:46+00:00,CAR,2,5,1,1,0.33333333327777775
FKN00GL12555,6,4,4,2023-11-26 09:13:46+00:00,2024-03-03 04:40:46+00:00,PASSENGER AUTO,2,6,1,1,0.33333333327777775
FKN00GL18169,6,4,4,2023-11-14 05:49:46+00:00,2024-01-11 23:37:46+00:00,PASSENGER AUTO,2,5,1,1,0.33333333327777775
FKN00GL28013,6,4,4,2023-11-23 00:40:46+00:00,2024-02-26 23:11:46+00:00,LGV,2,5,1,1,0.33333333327777775
FKN00GL56384,6,4,4,2023-12-21 07:16:46+00:00,2024-03-22 03:56:46+00:00,CAR,2,5,1,1,0.33333333327777775
FKN00GL56756,6,4,4,2023-11-14 04:24:46+00:00,2024-02-23 09:08:46+00:00,LGV,2,6,1,1,0.33333333327777775
FKN00GL58638,6,4,3,2023-12-26 19:43:46+00:00,2024-03-31 06:49:46+00:00,CAR,2,5,1,1,0.33333333327777775
FKN00GL5975,6,4,4,2024-01-06 04:05:46+00:00,2024-04-01 19:39:46+00:00,CAR,2,6,1,1,0.33333333327777775
FKN00GL13890,6,3,3,2023-11-17 06:29:46+00:00,2024-03-13 02:11:46+00:00,PASSENGER AUTO,2,6,1,1,0.33333333327777775
FKN00GL34394,6,3,2,2023-12-18 02:12:46+00:00,2024-02-12 05:54:46+00:00,PASSENGER AUTO,2,6,1,1,0.33333333327777775
FKN00GL39744,6,3,3,2023-12-07 21:44:46+00:00,2024-03-14 22:17:46+00:00,CAR,2,5,1,1,0.33333333327777775
FKN00GL6479,6,3,3,2023-12-18 03:46:46+00:00,2024-02-04 07:33:46+00:00,MOTOR CYCLE,2,4,1,1,0.33333333327777775
FKN00GL69382,6,3,3,2023-12-21 23:48:46+00:00,2024-03-06 19:44:46+00:00,CAR,2,5,1,1,0.33333333327777775
FKN00GL7248,6,3,3,2024-01-23 20:43:46+00:00,2024-04-05 19:16:46+00:00,PASSENGER AUTO,2,6,1,1,0.33333333327777775
FKN00GL91637,6,3,3,2023-11-18 07:45:46+00:00,2024-03-29 04:40:46+00:00,LGV,2,6,1,1,0.33333333327777775
FKN00GL102076,6,2,2,2023-11-19 05:32:46+00:00,2023-12-12 05:57:46+00:00,TEMPO,2,6,1,1,0.33333333327777775
FKN00GL10249,6,2,2,2024-01-17 22:58:46+00:00,2024-03-25 22:11:46+00:00,LGV,2,6,1,1,0.33333333327777775
FKN00GL10293,6,2,2,2024-01-26 05:59:46+00:00,2024-02-26 03:43:46+00:00,SCOOTER,2,6,1,1,0.33333333327777775
FKN00GL10359,6,2,2,2023-11-16 03:28:46+00:00,2024-03-29 20:52:46+00:00,PASSENGER AUTO,2,6,1,1,0.33333333327777775
FKN00GL103642,6,2,1,2023-11-22 03:32:46+00:00,2024-01-24 03:15:46+00:00,SCOOTER,2,4,1,1,0.33333333327777775
FKN00GL10387,6,2,1,2023-11-12 20:54:46+00:00,2024-03-15 20:41:46+00:00,PASSENGER AUTO,2,6,1,1,0.33333333327777775
FKN00GL105676,6,2,2,2023-11-18 22:31:46+00:00,2024-01-06 20:46:46+00:00,CAR,2,5,1,1,0.33333333327777775
FKN00GL106396,6,2,2,2023-11-10 00:36:46+00:00,2024-01-18 06:19:46+00:00,SCOOTER,2,5,1,1,0.33333333327777775
FKN00GL10646,6,2,2,2023-11-27 02:24:46+00:00,2024-01-28 03:14:46+00:00,SCOOTER,2,4,1,1,0.33333333327777775
FKN00GL112991,6,2,1,2023-11-20 05:29:46+00:00,2024-03-31 06:17:46+00:00,PASSENGER AUTO,2,4,1,1,0.33333333327777775
FKN00GL1286,6,2,2,2023-11-28 03:09:46+00:00,2024-03-15 03:04:46+00:00,MOTOR CYCLE,2,4,1,1,0.33333333327777775
FKN00GL15084,6,2,2,2024-01-23 04:07:46+00:00,2024-02-13 07:33:46+00:00,SCOOTER,2,6,1,1,0.33333333327777775
FKN00GL16433,6,2,2,2024-01-17 21:06:46+00:00,2024-03-12 21:02:46+00:00,GOODS AUTO,2,5,1,1,0.33333333327777775
FKN00GL16768,6,2,1,2023-12-23 21:48:46+00:00,2024-01-13 07:51:46+00:00,SCOOTER,2,6,1,1,0.33333333327777775
FKN00GL19509,6,2,2,2024-01-11 23:37:46+00:00,2024-02-21 20:39:46+00:00,PASSENGER AUTO,2,5,1,1,0.33333333327777775
FKN00GL2010,6,2,2,2024-03-07 22:08:46+00:00,2024-03-13 20:31:46+00:00,SCOOTER,2,4,1,1,0.33333333327777775
FKN00GL20761,6,2,1,2023-11-10 07:19:46+00:00,2024-02-05 23:01:46+00:00,MOTOR CYCLE,2,6,1,1,0.33333333327777775
FKN00GL21359,6,2,2,2023-12-04 02:42:46+00:00,2024-03-18 21:36:46+00:00,SCOOTER,2,6,1,1,0.33333333327777775
FKN00GL31069,6,2,2,2023-11-29 00:49:46+00:00,2024-03-18 06:21:46+00:00,PASSENGER AUTO,2,5,1,1,0.33333333327777775
FKN00GL31433,6,2,2,2024-01-02 04:26:46+00:00,2024-02-29 21:17:46+00:00,CAR,2,5,1,1,0.33333333327777775
FKN00GL37104,6,2,2,2023-11-23 04:03:46+00:00,2024-04-02 01:44:46+00:00,SCOOTER,2,6,1,1,0.33333333327777775
FKN00GL4065,6,2,1,2024-01-26 20:31:46+00:00,2024-03-29 20:44:46+00:00,CAR,2,5,1,1,0.33333333327777775
FKN00GL41245,6,2,2,2023-12-09 05:24:46+00:00,2024-03-29 05:46:46+00:00,PASSENGER AUTO,2,6,1,1,0.33333333327777775
FKN00GL41965,6,2,2,2023-12-06 04:02:46+00:00,2024-04-03 03:20:46+00:00,SCOOTER,2,5,1,1,0.33333333327777775
FKN00GL46272,6,2,2,2023-11-22 00:21:46+00:00,2024-02-18 23:05:46+00:00,PASSENGER AUTO,2,5,1,1,0.33333333327777775
FKN00GL4652,6,2,2,2023-12-31 04:54:46+00:00,2024-03-06 03:40:46+00:00,PASSENGER AUTO,2,5,1,1,0.33333333327777775
FKN00GL52013,6,2,2,2023-11-23 07:12:46+00:00,2024-03-17 08:15:46+00:00,PASSENGER AUTO,2,6,1,1,0.33333333327777775
FKN00GL52130,6,2,2,2023-12-11 06:13:46+00:00,2024-03-01 01:05:46+00:00,PASSENGER AUTO,2,6,1,1,0.33333333327777775
FKN00GL5718,6,2,2,2024-01-25 07:07:46+00:00,2024-04-04 11:19:46+00:00,MOTOR CYCLE,2,6,1,1,0.33333333327777775
FKN00GL59682,6,2,2,2024-01-09 02:17:46+00:00,2024-04-01 19:38:46+00:00,CAR,2,5,1,1,0.33333333327777775
FKN00GL60363,6,2,1,2023-12-22 02:10:46+00:00,2024-04-07 20:54:46+00:00,LORRY/GOODS VEHICLE,2,5,1,1,0.33333333327777775
FKN00GL70770,6,2,2,2023-11-17 23:33:46+00:00,2024-03-22 22:40:46+00:00,LGV,2,6,1,1,0.33333333327777775
FKN00GL72646,6,2,2,2024-01-09 04:21:46+00:00,2024-04-08 00:33:46+00:00,PASSENGER AUTO,2,6,1,1,0.33333333327777775
FKN00GL75367,6,2,2,2024-01-05 00:00:46+00:00,2024-03-10 19:47:46+00:00,SCOOTER,2,4,1,1,0.33333333327777775
FKN00GL75606,6,2,2,2023-11-12 02:15:46+00:00,2024-01-07 03:44:46+00:00,PASSENGER AUTO,2,5,1,1,0.33333333327777775
FKN00GL77557,6,2,2,2023-12-10 04:01:46+00:00,2024-03-12 02:29:46+00:00,PASSENGER AUTO,2,5,1,1,0.33333333327777775
FKN00GL88906,6,2,2,2024-01-10 04:45:46+00:00,2024-03-13 04:20:46+00:00,SCOOTER,2,2,1,1,0.33333333327777775
FKN00GL90380,6,2,2,2023-11-14 03:53:46+00:00,2024-03-15 02:46:46+00:00,SCOOTER,2,6,1,1,0.33333333327777775
FKN00GL93884,6,2,1,2023-12-07 02:28:46+00:00,2024-03-19 02:10:46+00:00,MOTOR CYCLE,2,4,1,1,0.33333333327777775
FKN00GL9663,6,2,2,2023-12-09 05:24:46+00:00,2024-03-15 07:36:46+00:00,GOODS AUTO,2,6,1,1,0.33333333327777775
FKN00GL9675,6,2,1,2023-11-16 23:29:46+00:00,2024-03-21 23:11:46+00:00,SCOOTER,2,4,1,1,0.33333333327777775
FKN00GL97328,6,2,2,2023-11-21 19:59:46+00:00,2024-02-09 04:42:46+00:00,MOTOR CYCLE,2,4,1,1,0.33333333327777775
FKN00GL0095,6,1,1,2024-01-07 05:48:46+00:00,2024-03-28 03:41:46+00:00,SCOOTER,2,5,1,1,0.33333333327777775
FKN00GL0628,6,1,1,2024-02-07 22:12:46+00:00,2024-03-22 02:28:46+00:00,MOTOR CYCLE,2,6,1,1,0.33333333327777775
FKN00GL103517,6,1,1,2023-12-10 09:26:46+00:00,2023-12-10 11:30:46+00:00,CAR,2,1,1,1,0.33333333327777775
FKN00GL104057,6,1,1,2023-11-15 23:13:46+00:00,2024-01-17 21:50:46+00:00,SCOOTER,2,5,1,1,0.33333333327777775
FKN00GL104069,6,1,1,2023-12-06 06:41:46+00:00,2024-01-23 06:30:46+00:00,SCOOTER,2,6,1,1,0.33333333327777775
FKN00GL10541,6,1,1,2024-01-27 04:56:46+00:00,2024-04-05 05:02:46+00:00,GOODS AUTO,2,5,1,1,0.33333333327777775
FKN00GL114539,6,1,1,2023-12-13 02:34:46+00:00,2024-01-06 03:57:46+00:00,CAR,2,5,1,1,0.33333333327777775
FKN00GL11717,6,1,1,2023-12-22 21:36:46+00:00,2024-03-29 21:37:46+00:00,FACTORY BUS,2,6,1,1,0.33333333327777775
FKN00GL11794,6,1,1,2023-12-16 05:14:46+00:00,2024-03-24 02:37:46+00:00,MOTOR CYCLE,2,6,1,1,0.33333333327777775
FKN00GL11837,6,1,1,2023-11-18 05:36:46+00:00,2024-03-30 03:43:46+00:00,SCOOTER,2,6,1,1,0.33333333327777775
FKN00GL1196,6,1,1,2023-11-22 03:08:46+00:00,2024-03-19 03:33:46+00:00,MOTOR CYCLE,2,6,1,1,0.33333333327777775
FKN00GL13140,6,1,1,2023-11-19 07:38:46+00:00,2024-03-29 05:12:46+00:00,SCOOTER,2,6,1,1,0.33333333327777775
FKN00GL13936,6,1,1,2023-12-22 05:50:46+00:00,2024-04-02 21:49:46+00:00,SCOOTER,2,6,1,1,0.33333333327777775
FKN00GL140654,6,1,1,2023-11-25 20:45:46+00:00,2023-12-29 19:29:46+00:00,CAR,2,5,1,1,0.33333333327777775
FKN00GL142139,6,1,1,2023-12-09 05:39:46+00:00,2024-01-01 05:45:46+00:00,PASSENGER AUTO,2,5,1,1,0.33333333327777775
FKN00GL1422,6,1,1,2023-11-12 23:30:46+00:00,2024-03-15 04:03:46+00:00,MOTOR CYCLE,2,6,1,1,0.33333333327777775
FKN00GL15114,6,1,1,2024-01-17 01:07:46+00:00,2024-03-27 05:28:46+00:00,SCOOTER,2,6,1,1,0.33333333327777775
FKN00GL152428,6,1,1,2023-12-15 06:13:46+00:00,2024-03-23 06:11:46+00:00,CAR,2,5,1,1,0.33333333327777775
FKN00GL17312,6,1,1,2023-11-15 23:08:46+00:00,2024-03-14 22:43:46+00:00,MOTOR CYCLE,2,6,1,1,0.33333333327777775
FKN00GL17902,6,1,1,2023-12-01 04:04:46+00:00,2024-03-30 00:35:46+00:00,PASSENGER AUTO,2,5,1,1,0.33333333327777775
FKN00GL18075,6,1,1,2024-01-01 22:19:46+00:00,2024-04-05 20:55:46+00:00,SCOOTER,2,6,1,1,0.33333333327777775
FKN00GL181083,6,1,1,2023-12-22 00:58:46+00:00,2024-01-17 22:01:46+00:00,SCOOTER,2,6,1,1,0.33333333327777775
FKN00GL18162,6,1,1,2023-12-13 22:52:46+00:00,2024-01-11 22:54:46+00:00,SCOOTER,2,6,1,1,0.33333333327777775
FKN00GL182871,6,1,1,2024-01-09 07:53:46+00:00,2024-01-15 07:14:46+00:00,SCOOTER,2,3,1,1,0.33333333327777775
FKN00GL19200,6,1,1,2023-11-15 23:39:46+00:00,2024-02-13 22:52:46+00:00,MOTOR CYCLE,2,6,1,1,0.33333333327777775
FKN00GL19999,6,1,1,2024-01-31 05:27:46+00:00,2024-03-12 06:12:46+00:00,CAR,2,6,1,1,0.33333333327777775
FKN00GL20697,6,1,1,2023-11-21 04:30:46+00:00,2024-02-24 00:15:46+00:00,SCOOTER,2,5,1,1,0.33333333327777775
FKN00GL20919,6,1,1,2023-11-15 01:13:46+00:00,2024-02-05 23:49:46+00:00,SCOOTER,2,5,1,1,0.33333333327777775
FKN00GL21059,6,1,1,2023-11-26 05:09:46+00:00,2024-04-03 04:31:46+00:00,MOTOR CYCLE,2,6,1,1,0.33333333327777775
FKN00GL22001,6,1,1,2023-12-03 04:26:46+00:00,2024-02-08 05:53:46+00:00,MOTOR CYCLE,2,6,1,1,0.33333333327777775
FKN00GL23750,6,1,1,2023-11-18 06:58:46+00:00,2024-04-04 03:29:46+00:00,PASSENGER AUTO,2,6,1,1,0.33333333327777775
FKN00GL2390,6,1,1,2024-03-05 00:32:46+00:00,2024-03-15 21:12:46+00:00,SCOOTER,2,3,1,1,0.33333333327777775
FKN00GL24087,6,1,1,2024-01-12 00:23:46+00:00,2024-03-29 23:07:46+00:00,MOTOR CYCLE,2,6,1,1,0.33333333327777775
FKN00GL24422,6,1,1,2023-12-28 22:08:46+00:00,2024-02-14 06:29:46+00:00,SCOOTER,2,5,1,1,0.33333333327777775
FKN00GL2463,6,1,1,2023-12-29 00:08:46+00:00,2024-03-15 21:34:46+00:00,MOTOR CYCLE,2,6,1,1,0.33333333327777775
FKN00GL2574,6,1,1,2023-12-01 09:10:46+00:00,2024-03-23 22:06:46+00:00,MOTOR CYCLE,2,6,1,1,0.33333333327777775
FKN00GL26108,6,1,1,2023-11-15 02:24:46+00:00,2024-02-12 21:48:46+00:00,MOTOR CYCLE,2,6,1,1,0.33333333327777775
FKN00GL26134,6,1,1,2024-01-08 22:11:46+00:00,2024-03-01 22:23:46+00:00,SCOOTER,2,6,1,1,0.33333333327777775
FKN00GL26305,6,1,1,2023-12-27 02:38:46+00:00,2024-02-14 03:39:46+00:00,MOTOR CYCLE,2,6,1,1,0.33333333327777775
FKN00GL2650,6,1,1,2024-01-09 00:48:46+00:00,2024-03-15 22:04:46+00:00,MOTOR CYCLE,2,6,1,1,0.33333333327777775
FKN00GL2853,6,1,1,2024-01-30 01:12:46+00:00,2024-03-12 23:12:46+00:00,MOTOR CYCLE,2,6,1,1,0.33333333327777775
FKN00GL2893,6,1,1,2023-11-21 23:47:46+00:00,2024-02-17 23:57:46+00:00,SCOOTER,2,6,1,1,0.33333333327777775
FKN00GL30740,6,1,1,2023-11-18 03:50:46+00:00,2024-02-16 00:42:46+00:00,SCOOTER,2,6,1,1,0.33333333327777775
FKN00GL31242,6,1,1,2023-11-10 02:49:46+00:00,2024-04-03 04:46:46+00:00,SCOOTER,2,6,1,1,0.33333333327777775
FKN00GL32057,6,1,1,2023-11-10 01:38:46+00:00,2024-03-01 04:35:46+00:00,CAR,2,6,1,1,0.33333333327777775
FKN00GL3218,6,1,1,2023-12-01 22:44:46+00:00,2024-02-07 01:25:46+00:00,SCOOTER,2,5,1,1,0.33333333327777775
FKN00GL3271,6,1,1,2024-01-30 00:51:46+00:00,2024-04-02 21:41:46+00:00,SCOOTER,2,6,1,1,0.33333333327777775
FKN00GL3340,6,1,1,2023-12-16 08:32:46+00:00,2024-04-03 01:21:46+00:00,TEMPO,2,5,1,1,0.33333333327777775
FKN00GL34214,6,1,1,2023-12-12 00:38:46+00:00,2024-03-04 05:30:46+00:00,SCOOTER,2,6,1,1,0.33333333327777775
FKN00GL3454,6,1,1,2023-11-15 02:25:46+00:00,2024-03-28 03:41:46+00:00,MOTOR CYCLE,2,6,1,1,0.33333333327777775
FKN00GL3496,6,1,1,2024-01-08 22:11:46+00:00,2024-03-28 08:05:46+00:00,MOTOR CYCLE,2,6,1,1,0.33333333327777775
FKN00GL37487,6,1,1,2023-11-12 05:19:46+00:00,2024-03-24 05:55:46+00:00,CAR,2,6,1,1,0.33333333327777775
FKN00GL39610,6,1,1,2023-12-19 07:38:46+00:00,2024-02-22 07:15:46+00:00,SCOOTER,2,4,1,1,0.33333333327777775
FKN00GL40017,6,1,1,2024-01-06 21:26:46+00:00,2024-02-15 21:32:46+00:00,CAR,2,6,1,1,0.33333333327777775
FKN00GL40460,6,1,1,2023-12-27 06:05:46+00:00,2024-02-16 00:09:46+00:00,SCOOTER,2,6,1,1,0.33333333327777775
FKN00GL4224,6,1,1,2023-12-17 03:06:46+00:00,2024-04-04 01:40:46+00:00,SCOOTER,2,6,1,1,0.33333333327777775
FKN00GL43674,6,1,1,2023-11-17 04:58:46+00:00,2024-03-30 23:25:46+00:00,SCOOTER,2,6,1,1,0.33333333327777775
FKN00GL4490,6,1,1,2023-12-01 06:29:46+00:00,2024-03-28 02:44:46+00:00,PASSENGER AUTO,2,6,1,1,0.33333333327777775
FKN00GL4518,6,1,1,2023-11-15 23:55:46+00:00,2024-03-28 03:01:46+00:00,MOTOR CYCLE,2,5,1,1,0.33333333327777775
FKN00GL4689,6,1,1,2023-12-12 03:09:46+00:00,2024-03-27 01:18:46+00:00,SCOOTER,2,6,1,1,0.33333333327777775
FKN00GL48128,6,1,1,2023-12-22 19:01:46+00:00,2024-04-07 18:43:46+00:00,PASSENGER AUTO,2,6,1,1,0.33333333327777775
FKN00GL4840,6,1,1,2023-12-28 05:49:46+00:00,2024-03-28 21:11:46+00:00,SCOOTER,2,5,1,1,0.33333333327777775
FKN00GL50280,6,1,1,2023-12-11 21:05:46+00:00,2024-04-05 22:53:46+00:00,CAR,2,5,1,1,0.33333333327777775
FKN00GL50840,6,1,1,2023-12-10 02:42:46+00:00,2024-02-16 22:05:46+00:00,MOTOR CYCLE,2,6,1,1,0.33333333327777775
FKN00GL52363,6,1,1,2023-12-03 05:34:46+00:00,2024-04-04 04:04:46+00:00,SCOOTER,2,5,1,1,0.33333333327777775
FKN00GL5403,6,1,1,2023-12-19 23:12:46+00:00,2024-02-12 23:17:46+00:00,SCOOTER,2,5,1,1,0.33333333327777775
FKN00GL5405,6,1,1,2023-12-19 22:36:46+00:00,2024-02-29 02:18:46+00:00,SCOOTER,2,6,1,1,0.33333333327777775
FKN00GL55192,6,1,1,2024-01-02 23:49:46+00:00,2024-03-11 22:01:46+00:00,SCOOTER,2,5,1,1,0.33333333327777775
FKN00GL56348,6,1,1,2023-12-10 06:34:46+00:00,2024-03-03 05:59:46+00:00,PASSENGER AUTO,2,5,1,1,0.33333333327777775
FKN00GL5674,6,1,1,2023-12-06 05:32:46+00:00,2024-03-05 20:53:46+00:00,MOTOR CYCLE,2,6,1,1,0.33333333327777775
FKN00GL58319,6,1,1,2023-11-22 04:44:46+00:00,2024-03-01 04:46:46+00:00,SCOOTER,2,5,1,1,0.33333333327777775
FKN00GL5971,6,1,1,2023-12-13 21:42:46+00:00,2024-04-02 20:27:46+00:00,SCOOTER,2,6,1,1,0.33333333327777775
FKN00GL66576,6,1,1,2023-12-30 22:15:46+00:00,2024-03-12 22:24:46+00:00,SCOOTER,2,4,1,1,0.33333333327777775
FKN00GL67501,6,1,1,2023-12-05 05:59:46+00:00,2024-03-20 21:03:46+00:00,SCOOTER,2,6,1,1,0.33333333327777775
FKN00GL68740,6,1,1,2023-12-24 23:15:46+00:00,2024-03-02 02:13:46+00:00,GOODS AUTO,2,6,1,1,0.33333333327777775
FKN00GL69722,6,1,1,2023-12-14 07:31:46+00:00,2024-04-07 09:09:46+00:00,CAR,2,6,1,1,0.33333333327777775
FKN00GL71591,6,1,1,2024-01-06 05:42:46+00:00,2024-03-02 00:04:46+00:00,SCOOTER,2,6,1,1,0.33333333327777775
FKN00GL71913,6,1,1,2023-12-30 02:41:46+00:00,2024-03-10 03:01:46+00:00,SCOOTER,2,4,1,1,0.33333333327777775
FKN00GL7255,6,1,1,2023-12-06 20:29:46+00:00,2024-03-24 21:00:46+00:00,PASSENGER AUTO,2,6,1,1,0.33333333327777775
FKN00GL74179,6,1,1,2023-11-15 00:56:46+00:00,2024-03-24 04:08:46+00:00,MOTOR CYCLE,2,6,1,1,0.33333333327777775
FKN00GL76386,6,1,1,2023-12-05 22:33:46+00:00,2024-03-06 21:55:46+00:00,CAR,2,6,1,1,0.33333333327777775
FKN00GL76662,6,1,1,2023-12-20 03:32:46+00:00,2024-03-12 03:01:46+00:00,SCOOTER,2,5,1,1,0.33333333327777775
FKN00GL78245,6,1,1,2023-11-24 23:58:46+00:00,2024-03-06 00:28:46+00:00,SCOOTER,2,6,1,1,0.33333333327777775
FKN00GL7935,6,1,1,2023-12-13 06:34:46+00:00,2024-02-15 02:56:46+00:00,SCOOTER,2,6,1,1,0.33333333327777775
FKN00GL81147,6,1,1,2024-01-04 05:23:46+00:00,2024-01-07 05:32:46+00:00,CAR,2,4,1,1,0.33333333327777775
FKN00GL8756,6,1,1,2023-12-20 23:24:46+00:00,2024-03-29 03:16:46+00:00,PASSENGER AUTO,2,6,1,1,0.33333333327777775
FKN00GL88548,6,1,1,2023-11-17 05:07:46+00:00,2024-03-12 22:55:46+00:00,SCOOTER,2,6,1,1,0.33333333327777775
FKN00GL8897,6,1,1,2024-01-12 00:14:46+00:00,2024-03-29 05:30:46+00:00,SCOOTER,2,5,1,1,0.33333333327777775
FKN00GL89936,6,1,1,2023-11-17 02:49:46+00:00,2024-03-19 23:29:46+00:00,SCOOTER,2,6,1,1,0.33333333327777775
FKN00GL9282,6,1,1,2024-01-31 03:46:46+00:00,2024-02-25 02:15:46+00:00,SCOOTER,2,6,1,1,0.33333333327777775
FKN00GL9473,6,1,1,2024-01-23 01:08:46+00:00,2024-03-20 05:25:46+00:00,PASSENGER AUTO,2,5,1,1,0.33333333327777775
FKN00GL9877,6,1,1,2023-11-15 02:24:46+00:00,2024-01-30 02:56:46+00:00,SCOOTER,2,6,1,1,0.33333333327777775
FKN00GL75669,6,6,5,2023-11-18 05:47:46+00:00,2024-03-04 07:43:46+00:00,PASSENGER AUTO,1,5,1,1,0.16666666663888888
FKN00GL26314,6,4,3,2023-12-17 05:13:46+00:00,2024-02-17 22:21:46+00:00,CAR,1,5,1,1,0.16666666663888888
FKN00GL36370,6,4,4,2023-11-10 21:54:46+00:00,2024-02-13 19:13:46+00:00,PASSENGER AUTO,1,5,1,1,0.16666666663888888
FKN00GL6653,6,4,4,2023-11-10 21:50:46+00:00,2024-02-18 22:30:46+00:00,CAR,1,6,1,1,0.16666666663888888
FKN00GL20517,6,3,3,2024-01-21 20:29:46+00:00,2024-04-03 22:29:46+00:00,LORRY/GOODS VEHICLE,1,6,1,1,0.16666666663888888
FKN00GL25146,6,3,3,2023-12-04 02:38:46+00:00,2024-03-06 09:07:46+00:00,SCOOTER,1,6,1,1,0.16666666663888888
FKN00GL53693,6,3,3,2023-11-16 02:42:46+00:00,2024-04-04 05:12:46+00:00,GOODS AUTO,1,6,1,1,0.16666666663888888
FKN00GL9209,6,3,2,2023-11-16 05:31:46+00:00,2024-02-28 18:34:46+00:00,PASSENGER AUTO,1,6,1,1,0.16666666663888888
FKN00GL94304,6,3,2,2023-12-16 20:12:46+00:00,2024-03-19 06:34:46+00:00,CAR,1,3,1,1,0.16666666663888888
FKN00GL105055,6,2,2,2023-11-29 21:13:46+00:00,2023-12-28 04:59:46+00:00,MOTOR CYCLE,1,2,1,1,0.16666666663888888
FKN00GL12333,6,2,2,2024-02-04 05:39:46+00:00,2024-03-12 21:01:46+00:00,CAR,1,6,1,1,0.16666666663888888
FKN00GL15376,6,2,1,2023-12-12 22:27:46+00:00,2024-04-05 22:44:46+00:00,SCOOTER,1,6,1,1,0.16666666663888888
FKN00GL178974,6,2,2,2023-12-26 00:48:46+00:00,2024-01-01 06:18:46+00:00,MOTOR CYCLE,1,2,1,1,0.16666666663888888
FKN00GL20547,6,2,2,2023-11-27 22:02:46+00:00,2024-04-06 22:18:46+00:00,CAR,1,6,1,1,0.16666666663888888
FKN00GL22723,6,2,2,2023-12-13 05:10:46+00:00,2024-03-12 20:10:46+00:00,LGV,1,5,1,1,0.16666666663888888
FKN00GL23687,6,2,2,2023-11-15 03:24:46+00:00,2024-02-07 00:56:46+00:00,SCOOTER,1,5,1,1,0.16666666663888888
FKN00GL24275,6,2,2,2024-01-19 01:12:46+00:00,2024-03-30 00:10:46+00:00,SCOOTER,1,3,1,1,0.16666666663888888
FKN00GL25602,6,2,2,2024-01-23 02:51:46+00:00,2024-04-02 02:34:46+00:00,MOTOR CYCLE,1,5,1,1,0.16666666663888888
FKN00GL25636,6,2,2,2023-12-14 07:19:46+00:00,2024-04-08 04:52:46+00:00,PASSENGER AUTO,1,6,1,1,0.16666666663888888
FKN00GL2902,6,2,2,2023-12-13 02:50:46+00:00,2024-03-27 23:32:46+00:00,CAR,1,6,1,1,0.16666666663888888
FKN00GL31840,6,2,2,2023-11-14 00:16:46+00:00,2024-03-31 03:36:46+00:00,PASSENGER AUTO,1,5,1,1,0.16666666663888888
FKN00GL32378,6,2,2,2024-01-14 02:23:46+00:00,2024-03-31 01:13:46+00:00,CAR,1,6,1,1,0.16666666663888888
FKN00GL39263,6,2,2,2023-11-17 06:28:46+00:00,2024-03-09 06:44:46+00:00,PASSENGER AUTO,1,6,1,1,0.16666666663888888
FKN00GL40451,6,2,2,2024-01-01 23:10:46+00:00,2024-03-14 05:23:46+00:00,LGV,1,6,1,1,0.16666666663888888
FKN00GL42012,6,2,1,2024-02-16 22:33:46+00:00,2024-04-06 19:42:46+00:00,PASSENGER AUTO,1,5,1,1,0.16666666663888888
FKN00GL43258,6,2,2,2023-12-19 19:28:46+00:00,2024-02-21 19:47:46+00:00,CAR,1,4,1,1,0.16666666663888888
FKN00GL44715,6,2,2,2023-11-24 06:14:46+00:00,2024-03-09 02:13:46+00:00,MOTOR CYCLE,1,5,1,1,0.16666666663888888
FKN00GL4592,6,2,2,2024-01-07 02:35:46+00:00,2024-03-28 02:44:46+00:00,PASSENGER AUTO,1,5,1,1,0.16666666663888888
FKN00GL47376,6,2,2,2024-02-07 03:38:46+00:00,2024-04-08 00:04:46+00:00,SCOOTER,1,5,1,1,0.16666666663888888
FKN00GL49425,6,2,2,2023-12-17 04:35:46+00:00,2024-04-07 22:26:46+00:00,CAR,1,6,1,1,0.16666666663888888
